hhid,pub_lat_mod,pub_lon_mod,wetland_lat,wetland_lon,distance_km,district,region,Enumeration_area
H0010101,-0.5306275,32.3274918,32.3274918,-0.5306275,2.805464427,Kalangala,Central,1
H0010201,-0.136148,31.489006,31.489006,-0.136148,5.907202723,Sembabule,Central,1
H0010201,-0.136148,31.489006,31.489006,-0.136148,5.907202723,Sembabule,Central,1
H0010201,-0.136148,31.489006,31.489006,-0.136148,5.907202723,Sembabule,Central,1
H0010401,-0.5306275,32.3274918,32.3274918,-0.5306275,2.805464427,Kalangala,Central,1
H0011001,-0.5306275,32.3274918,32.3274918,-0.5306275,2.805464427,Kalangala,Central,1
H0020801,0.3331877,32.5706558,32.5706558,0.3331877,0.788638526,Kampala,Central,2
H0020901,0.3331877,32.5706558,32.5706558,0.3331877,0.788638526,Kampala,Central,2
H0021101,0.3331877,32.5706558,32.5706558,0.3331877,0.788638526,Kampala,Central,2
H0021301,0.2656806,32.4627571,32.4627571,0.2656806,0.416896327,Kampala,Central,2
H0021301,0.2656806,32.4627571,32.4627571,0.2656806,0.416896327,Kampala,Central,2
H0021301,0.2656806,32.4627571,32.4627571,0.2656806,0.416896327,Kampala,Central,2
H0030401,0.3130448,32.5691452,32.5691452,0.3130448,1.511275252,Kampala,Central,3
H0031201,0.3130448,32.5691452,32.5691452,0.3130448,1.511275252,Kampala,Central,3
H0031301,0.3130448,32.5691452,32.5691452,0.3130448,1.511275252,Kampala,Central,3
H0060601,0.378049,32.5941277,32.5941277,0.378049,2.027598732,Kampala,Central,6
H0070401,0.371429,32.5650597,32.5650597,0.371429,0.509172915,Wakiso,Central,7
H0070701,0.371429,32.5650597,32.5650597,0.371429,0.509172915,Kampala,Central,7
H0071001,0.371429,32.5650597,32.5650597,0.371429,0.509172915,Kampala,Central,7
H0080101,2.4580765,31.478054,31.478054,2.4580765,1.913294462,Arua,Northern,8
H0080201,0.3651408,32.5970154,32.5970154,0.3651408,0.566095258,Kampala,Central,8
H0080901,0.3651408,32.5970154,32.5970154,0.3651408,0.566095258,Kampala,Central,8
H0081001,0.3651408,32.5970154,32.5970154,0.3651408,0.566095258,Kampala,Central,8
H0081101,0.3130448,32.5691452,32.5691452,0.3130448,1.511275252,Kampala,Central,8
H0120901,0.2892729,32.6159744,32.6159744,0.2892729,0.727401746,Kampala,Central,12
H0120901,0.2892729,32.6159744,32.6159744,0.2892729,0.727401746,Kampala,Central,12
H0120903,0.2427742,32.6126518,32.6126518,0.2427742,0,Kampala,Central,12
H0120903,0.2427742,32.6126518,32.6126518,0.2427742,0,Kampala,Central,12
H0120905,0.3694841,32.7745628,32.7745628,0.3694841,2.653630479,Mukono,Central,12
H0121001,0.2892729,32.6159744,32.6159744,0.2892729,0.727401746,Kampala,Central,12
H0121001,0.2892729,32.6159744,32.6159744,0.2892729,0.727401746,Kampala,Central,12
H0140101,0.3032211,32.6197472,32.6197472,0.3032211,0.01224761,Kampala,Central,14
H0140601,0.3501274,32.6699867,32.6699867,0.3501274,1.066742135,Kampala,Central,14
H0140601,0.3501274,32.6699867,32.6699867,0.3501274,1.066742135,Kampala,Central,14
H0140901,0.3032211,32.6197472,32.6197472,0.3032211,0.01224761,Kampala,Central,14
H0160401,0.3016549,32.6005478,32.6005478,0.3016549,0.479143689,Kampala,Central,16
H0160501,0.3016549,32.6005478,32.6005478,0.3016549,0.479143689,Kampala,Central,16
H0161201,0.3016549,32.6005478,32.6005478,0.3016549,0.479143689,Kampala,Central,16
H0180101,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0180101,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0180601,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0180601,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0180602,-0.3969746,31.6315269,31.6315269,-0.3969746,1.565143243,Masaka,Central,18
H0180901,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0180901,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0181301,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0181301,0.273187,32.6248093,32.6248093,0.273187,0.51657119,Kampala,Central,18
H0210801,0.3447822,32.587532,32.587532,0.3447822,0.228507957,Kampala,Central,21
H0211001,0.3447822,32.587532,32.587532,0.3447822,0.228507957,Kampala,Central,21
H0211101,0.3447822,32.587532,32.587532,0.3447822,0.228507957,Kampala,Central,21
H0220501,0.3677201,32.6239586,32.6239586,0.3677201,1.026202083,Kampala,Central,22
H0220601,0.3677201,32.6239586,32.6239586,0.3677201,1.026202083,Kampala,Central,22
H0220701,0.3677201,32.6239586,32.6239586,0.3677201,1.026202083,Kampala,Central,22
H0230401,0.4297206,32.6659813,32.6659813,0.4297206,2.949423084,Mukono,Central,23
H0230401,0.4297206,32.6659813,32.6659813,0.4297206,2.949423084,Mukono,Central,23
H0230501,0.3684044,32.5902557,32.5902557,0.3684044,1.243060359,Kampala,Central,23
H0230801,0.3684044,32.5902557,32.5902557,0.3684044,1.243060359,Kampala,Central,23
H0231001,0.3684044,32.5902557,32.5902557,0.3684044,1.243060359,Kampala,Central,23
H0240701,0.3281848,32.6340675,32.6340675,0.3281848,0.524870944,Kampala,Central,24
H0240901,0.3281848,32.6340675,32.6340675,0.3281848,0.524870944,Kampala,Central,24
H0260201,0.3372048,32.6085892,32.6085892,0.3372048,1.254417058,Kampala,Central,26
H0260801,0.3372048,32.6085892,32.6085892,0.3372048,1.254417058,Kampala,Central,26
H0260901,0.3372048,32.6085892,32.6085892,0.3372048,1.254417058,Kampala,Central,26
H0270301,0.3059407,32.5291443,32.5291443,0.3059407,0.640667342,Kampala,Central,27
H0270601,0.3059407,32.5291443,32.5291443,0.3059407,0.640667342,Kampala,Central,27
H0270602,0.3059407,32.5291443,32.5291443,0.3059407,0.640667342,Kampala,Central,27
H0271102,0.3059407,32.5291443,32.5291443,0.3059407,0.640667342,Kampala,Central,27
H0280301,0.5020387,32.3488655,32.3488655,0.5020387,1.143841551,Kampala,Central,28
H0280302,0.2898597,32.5530357,32.5530357,0.2898597,0.005112697,Kampala,Central,28
H0280302,0.2898597,32.5530357,32.5530357,0.2898597,0.005112697,Kampala,Central,28
H0300301,0.3307504,32.542141,32.542141,0.3307504,1.300109876,Kampala,Central,30
H0300501,0.3307504,32.542141,32.542141,0.3307504,1.300109876,Kampala,Central,30
H0300601,0.3307504,32.542141,32.542141,0.3307504,1.300109876,Kampala,Central,30
H0301001,0.3307504,32.542141,32.542141,0.3307504,1.300109876,Kampala,Central,30
H0340901,0.3171434,32.537323,32.537323,0.3171434,0.802095641,Kampala,Central,34
H0341001,0.3171434,32.537323,32.537323,0.3171434,0.802095641,Kampala,Central,34
H0350301,0.30461,32.5437737,32.5437737,0.30461,0.817369526,Kampala,Central,35
H0351101,0.30461,32.5437737,32.5437737,0.30461,0.817369526,Kampala,Central,35
H0351501,0.30461,32.5437737,32.5437737,0.30461,0.817369526,Kampala,Central,35
H0360101,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360201,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360301,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360402,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360403,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360501,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360502,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360701,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0360801,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0361001,0.8279266,31.8434658,31.8434658,0.8279266,7.483132042,Kiboga,Central,36
H0370401,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0370501,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0370601,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0370701,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0370702,0.5626022,32.2181664,32.2181664,0.5626022,0,Wakiso,Central,37
H0370901,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0371101,0.9235091,31.5785618,31.5785618,0.9235091,6.730697999,Kyankwanzi,Central,37
H0371103,0.9284292,31.7803593,31.7803593,0.9284292,14.02238184,Kiboga,Central,37
H0380401,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380401,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380401,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380701,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380701,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380701,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380901,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380901,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0380901,0.7121449,32.5294304,32.5294304,0.7121449,2.584286726,Luwero,Central,38
H0381101,0.586552,32.5252228,32.5252228,0.586552,0.291119316,Luwero,Central,38
H0381101,0.586552,32.5252228,32.5252228,0.586552,0.291119316,Luwero,Central,38
H0381101,0.586552,32.5252228,32.5252228,0.586552,0.291119316,Luwero,Central,38
H0390101,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390101,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390201,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390201,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390301,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390301,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390701,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390701,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390801,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390801,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390901,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390901,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390902,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0390902,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0391001,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0391001,0.589527,32.6231079,32.6231079,0.589527,7.21260776,Luwero,Central,39
H0400101,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0400201,0.6093619,32.47929,32.47929,0.6093619,0.276911488,Nakasangola,Central,40
H0400301,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0400302,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0400303,0.2570177,32.5793304,32.5793304,0.2570177,0.012551528,Kampala,Central,40
H0400304,0.4015975,32.4598999,32.4598999,0.4015975,3.91832657,Wakiso,Central,40
H0400401,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0400701,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0401001,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0401002,0.6623851,32.7091408,32.7091408,0.6623851,2.504474493,Luwero,Central,40
H0401101,0.547778,32.6300545,32.6300545,0.547778,4.62956814,Wakiso,Central,40
H0401101,0.547778,32.6300545,32.6300545,0.547778,4.62956814,Wakiso,Central,40
H0401102,0.3471041,32.537529,32.537529,0.3471041,0,Wakiso,Central,40
H0420101,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420201,0.6445417,32.2456818,32.2456818,0.6445417,3.894380563,Nakaseke,Central,42
H0420301,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420401,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420501,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420601,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420701,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420702,0.723251,32.3952751,32.3952751,0.723251,1.548336635,Nakaseke,Central,42
H0420801,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420802,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420901,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0420902,0.3949206,32.5732117,32.5732117,0.3949206,1.771852729,Kampala,Central,42
H0421001,0.6844332,32.3014259,32.3014259,0.6844332,10.50159838,Nakaseke,Central,42
H0450101,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450101,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450501,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450501,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450802,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450802,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450803,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450803,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450804,0.2536798,32.6103668,32.6103668,0.2536798,0.529338703,Kampala,Central,45
H0450901,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0450901,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,45
H0460201,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460301,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460401,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460601,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460602,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460701,-0.0434075,31.5443306,31.5443306,-0.0434075,0.48467645,Bukomansimbi,Central,46
H0460701,-0.0434075,31.5443306,31.5443306,-0.0434075,0.48467645,Bukomansimbi,Central,46
H0460701,-0.0434075,31.5443306,31.5443306,-0.0434075,0.48467645,Bukomansimbi,Central,46
H0460801,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0460901,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0461001,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0461003,-0.079571,31.6357079,31.6357079,-0.079571,6.86452358,Bukomansimbi,Central,46
H0480101,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480101,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480101,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480201,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480201,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480201,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480202,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480202,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480202,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480501,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480501,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480501,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480601,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480601,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480601,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480701,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480701,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480701,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480801,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480801,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480801,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0480802,0.3016549,32.6005478,32.6005478,0.3016549,0.479143689,Lyantonde,Central,48
H0481001,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0481001,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0481001,-0.344248,31.5716648,31.5716648,-0.344248,1.176148467,Lwengo,Central,48
H0490301,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0490501,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0490701,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0490801,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0490802,-0.4945638,31.2242641,31.2242641,-0.4945638,12.25689836,Rakai,Central,49
H0490901,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491001,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491002,-0.3274603,31.185112,31.185112,-0.3274603,19.40288876,Masaka,Central,49
H0491201,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491301,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491302,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491303,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491304,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491305,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491306,-0.4712003,31.3637867,31.3637867,-0.4712003,5.874851449,Lwengo,Central,49
H0491307,-0.4737734,31.5144615,31.5144615,-0.4737734,6.631991778,Lwengo,Central,49
H0500301,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500401,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500501,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500601,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500602,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500701,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500702,-0.3855833,31.4554024,31.4554024,-0.3855833,9.161132158,Kampala,Central,50
H0500801,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0500802,-0.5635675,31.3852615,31.3852615,-0.5635675,12.13243789,Lwengo,Central,50
H0500901,-0.6392314,31.5299892,31.5299892,-0.6392314,5.202000078,Rakai,Central,50
H0500901,-0.6392314,31.5299892,31.5299892,-0.6392314,5.202000078,Rakai,Central,50
H0500901,-0.6392314,31.5299892,31.5299892,-0.6392314,5.202000078,Rakai,Central,50
H0500901,-0.6392314,31.5299892,31.5299892,-0.6392314,5.202000078,Rakai,Central,50
H0501001,-0.5223863,31.3553429,31.3553429,-0.5223863,11.50388647,Lwengo,Central,50
H0510101,-0.4079487,31.700758,31.700758,-0.4079487,3.095046472,Masaka,Central,51
H0510102,0.3501274,32.6699867,32.6699867,0.3501274,1.066742135,Wakiso,Central,51
H0510102,0.3501274,32.6699867,32.6699867,0.3501274,1.066742135,Wakiso,Central,51
H0510201,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510201,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510201,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510201,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510301,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510301,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510301,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510301,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510401,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510401,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510401,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510401,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510501,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510501,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510501,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510501,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510601,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510601,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510601,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510601,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510801,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510801,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510801,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510801,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510901,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510901,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510901,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0510901,-0.5767824,31.691637,31.691637,-0.5767824,0.831397353,Masaka,Central,51
H0511001,-0.5686054,31.4555321,31.4555321,-0.5686054,5.582382175,Rakai,Central,51
H0530101,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,53
H0530101,-0.1421476,31.8796768,31.8796768,-0.1421476,0.261431331,Kalungu,Central,53
H0530201,0.3307504,32.542141,32.542141,0.3307504,1.300109876,Kalungu,Central,53
H0530301,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530301,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530401,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530401,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530402,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530402,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530501,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530501,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530502,-0.1204743,31.8799686,31.8799686,-0.1204743,0.445155195,Kalungu,Central,53
H0530502,-0.1204743,31.8799686,31.8799686,-0.1204743,0.445155195,Kalungu,Central,53
H0530503,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530503,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530601,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530601,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530901,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0530901,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0531001,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0531001,0.0009766,31.799799,31.799799,0.0009766,1.89435937,Kalungu,Central,53
H0531002,-0.0832365,31.7295494,31.7295494,-0.0832365,1.259999957,Kalungu,Central,53
H0540301,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0540401,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0540501,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0540601,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0540701,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0540702,-0.2721392,31.7503662,31.7503662,-0.2721392,0.095825582,Kalungu,Central,54
H0540901,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0541001,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0541201,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0541202,-0.197683,31.8102913,31.8102913,-0.197683,8.90050055,Kalungu,Central,54
H0541203,1.9507985,32.1478996,32.1478996,1.9507985,17.80538772,Kiryandongo,Western,54
H0541204,0.2283482,32.3395996,32.3395996,0.2283482,0.15061729,Kalungu,Central,54
H0541204,0.2283482,32.3395996,32.3395996,0.2283482,0.15061729,Kalungu,Central,54
H0570101,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570101,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570201,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570201,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570202,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570202,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570301,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570301,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570302,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
H0570302,0.0716099,32.0928726,32.0928726,0.0716099,0,Mpigi,Central,57
